Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
Campinas,CLARO S.A.,52853.0000000,CLARO,,SP,,Telefonica Brasil S. A.,CLAR#DC_CAS-01#00,,LOJA,20104569,VELOCLOUD,DADOS,DADOS
SAO PAULO,PRIMESYS SOLUÇÕES EMPRESARIAIS S/A,54736.0000000,PSYS,,SP,,,PSYS#SP,,GRC 1,201111333,VELOCLOUD,,
SAO PAULO,CLARO S.A.,53998.0000000,CLARO,,SP,,Telefonica Brasil S. A.,CLAR#POMPEIA-01#00,,PROJETO CLARO,20116056,VELOCLOUD,DADOS,DADOS
SAO PAULO,CLARO S.A.,54032.0000000,CLARO,,SP,,VIVAX S.A,CLAR#WEST_PLAZA-01#00,,PROJETO CLARO,20116138,VELOCLOUD,DADOS,DADOS
OSASCO,CLARO S.A.,54028.0000000,CLARO,,SP,,Telefonica Brasil S. A.,CLAR#OSASCO-01#00,,PROJETO CLARO,20116141,VELOCLOUD,DADOS,DADOS
Cascavel,PACAEMBU AUTOPECAS LTDA,107148.0000000,PCBU,pacaembu-csc-fw-029,PR,PACAEMBU CSC | 201744379,,PCBU#BLD-FORT-CSC#00,pacaembu-csc-fw-029,BSN,201744379,FORTINET,FILIAIS,SEM CONTINGENCIA
POUSO ALEGRE,PACAEMBU AUTOPEÇAS LTDA,107937.0000000,PCBU,pacaembu-psa-fw-031,MG,PACAEMBU PSA | 201746280,,PCBU#BLD-FORT-POUSO_ALEGRE#00,pacaembu-psa-fw-031,BSN,201746280,FORTINET,FILIAIS,SEM CONTINGENCIA
MARINGA,PACAEMBU AUTOPECAS LTDA,107938.0000000,PCBU,pacaembu-mga-fw-030,PR,PACAEMBU MGA | 201746281,,PCBU#BLD-FORT-MARINGA#00,pacaembu-mga-fw-030,BSN,201746281,FORTINET,FILIAIS,SEM CONTINGENCIA
Ribeirão Preto,PACAEMBU AUTOPEÇAS LTDA,108874.0000000,PCBU,pacaembu-rpo-fw-003,SP,PACAEMBU RPO | 201748891,,PCBU#BLD-FORT-RPO#00,pacaembu-rpo-fw-003,BSN,201748891,FORTINET,FILIAIS,SEM CONTINGENCIA
SAO JOSE DO RIO PRETO,PACAEMBU AUTOPEÇAS LTDA,108875.0000000,PCBU,pacaembu-srr-fw-004,SP,PACAEMBU SRR | 201748895,,PCBU#BLD-FORT-SRR#00,pacaembu-srr-fw-004,BSN,201748895,FORTINET,FILIAIS,SEM CONTINGENCIA
CONTAGEM,PACAEMBU AUTOPEÇAS LTDA,108876.0000000,PCBU,pacaembu-cem-fw-005,MG,PACAEMBU CEM | 201749021,,PCBU#BLD-FORT-CEM#00,pacaembu-cem-fw-005,BSN,201749021,FORTINET,FILIAIS,SEM CONTINGENCIA
UBERLANDIA,PACAEMBU AUTOPEÇAS LTDA,108877.0000000,PCBU,pacaembu-ula-fw-006,MG,PACAEMBU ULA | 201749022,,PCBU#BLD-FORT-ULA#00,pacaembu-ula-fw-006,BSN,201749022,FORTINET,FILIAIS,SEM CONTINGENCIA
PORTO ALEGRE,PACAEMBU AUTOPEÇAS LTDA,108878.0000000,PCBU,pacaembu-pae-fw-009,RS,PACAEMBU PAE | 201749023,,PCBU#BLD-FORT-PAE#00,pacaembu-pae-fw-009,BSN,201749023,FORTINET,FILIAIS,SEM CONTINGENCIA
RIO DE JANEIRO,PACAEMBU AUTOPEÇAS LTDA,108879.0000000,PCBU,pacaembu-rjo-fw-010,RJ,PACAEMBU RJO | 201749025,,PCBU#BLD-FORT-RJO#00,pacaembu-rjo-fw-010,BSN,201749025,FORTINET,FILIAIS,SEM CONTINGENCIA
BRASILIA,PACAEMBU AUTOPEÇAS LTDA,108880.0000000,PCBU,pacaembu-gurx-fw-011,DF,PACAEMBU GURX | 201749026,,PCBU#BLD-FORT-GURX#00,pacaembu-gurx-fw-011,BSN,201749026,FORTINET,FILIAIS,SEM CONTINGENCIA
Salvador,PACAEMBU AUTOPEÇAS LTDA,108881.0000000,PCBU,pacaembu-sdr-fw-012,BA,PACAEMBU SDR | 201749027,,PCBU#BLD-FORT-SDR#00,pacaembu-sdr-fw-012,BSN,201749027,FORTINET,FILIAIS,SEM CONTINGENCIA
LONDRINA,PACAEMBU AUTOPEÇAS LTDA,108882.0000000,PCBU,pacaembu-lda-fw-013,PR,PACAEMBU LDA | 201749028,,PCBU#BLD-FORT-LDA#00,pacaembu-lda-fw-013,BSN,201749028,FORTINET,FILIAIS,SEM CONTINGENCIA
CAMPINAS,PACAEMBU AUTOPEÇAS LTDA,108883.0000000,PCBU,pacaembu-cas-fw-014,SP,PACAEMBU CAS | 201749029,,PCBU#BLD-FORT-CAS#00,pacaembu-cas-fw-014,BSN,201749029,FORTINET,FILIAIS,SEM CONTINGENCIA
ITAJAI,PACAEMBU AUTOPEÇAS LTDA,108885.0000000,PCBU,pacaembu-iai-fw-019,SC,PACAEMBU IAI | 201749030,,PCBU#BLD-FORT-IAI#00,pacaembu-iai-fw-019,BSN,201749030,FORTINET,FILIAIS,SEM CONTINGENCIA
SAO BERNARDO DO CAMPO,PACAEMBU AUTOPEÇAS LTDA,108886.0000000,PCBU,pacaembu-sbo-fw-024,SP,PACAEMBU SBO | 201749031,,PCBU#BLD-FORT-SBO#00,pacaembu-sbo-fw-024,BSN,201749031,FORTINET,FILIAIS,SEM CONTINGENCIA
CARIACICA,PACAEMBU AUTOPEÇAS LTDA,108887.0000000,PCBU,pacaembu-cca-fw-016,ES,PACAEMBU CCA | 201749032,,PCBU#BLD-FORT-CCA#00,pacaembu-cca-fw-016,BSN,201749032,FORTINET,FILIAIS,SEM CONTINGENCIA
ANANINDEUA,PACAEMBU AUTOPEÇAS LTDA,108888.0000000,PCBU,pacaembu-aiu-fw-015,PA,PACAEMBU AIU | 201749033,,PCBU#BLD-FORT-AIU#00,pacaembu-aiu-fw-015,BSN,201749033,FORTINET,FILIAIS,SEM CONTINGENCIA
CAMPO GRANDE,PACAEMBU AUTOPEÇAS LTDA.,108889.0000000,PCBU,pacaembu-cpe-fw-017,MS,PACAEMBU CPE | 201749034,,PCBU#BLD-FORT-CPE#00,pacaembu-cpe-fw-017,BSN,201749034,FORTINET,FILIAIS,SEM CONTINGENCIA
GOIANIA,PACAEMBU AUTOPEÇAS LTDA,108890.0000000,PCBU,pacaembu-gna-fw-021,GO,PACAEMBU GNA | 201749039,,PCBU#BLD-FORT-GNA#00,pacaembu-gna-fw-021,BSN,201749039,FORTINET,FILIAIS,SEM CONTINGENCIA
GUARULHOS,PACAEMBU AUTOPEÇAS LTDA,108891.0000000,PCBU,pacaembu-grs-fw-022,SP,PACAEMBU GRS | 201749050,,PCBU#BLD-FORT-GRS#00,pacaembu-grs-fw-022,BSN,201749050,FORTINET,FILIAIS,SEM CONTINGENCIA
FORTALEZA,PACAEMBU AUTOPEÇAS LTDA,108892.0000000,PCBU,pacaembu-fla-fw-023,CE,PACAEMBU FLA | 201749051,,PCBU#BLD-FORT-FLA#00,pacaembu-fla-fw-023,BSN,201749051,FORTINET,FILIAIS,SEM CONTINGENCIA
PRESIDENTE PRUDENTE,PACAEMBU AUTOPEÇAS LTDA,108893.0000000,PCBU,pacaembu-ppe-fw-025,SP,PACAEMBU PPE | 201749052,,PCBU#BLD-FORT-PPE#00,pacaembu-ppe-fw-025,BSN,201749052,FORTINET,FILIAIS,SEM CONTINGENCIA
CHAPECO,PACAEMBU AUTOPEÇAS LTDA,108894.0000000,PCBU,pacaembu-cco-fw-027,SC,PACAEMBU CCO | 201749053,,PCBU#BLD-FORT-CCO#00,pacaembu-cco-fw-027,BSN,201749053,FORTINET,FILIAIS,SEM CONTINGENCIA
CAXIAS DO SUL,PACAEMBU AUTOPEÇAS LTDA,108895.0000000,PCBU,pacaembu-csl-fw-028,RS,PACAEMBU CSL | 201749054,,PCBU#BLD-FORT-CSL#00,pacaembu-csl-fw-028,BSN,201749054,FORTINET,FILIAIS,SEM CONTINGENCIA
CURITIBA,PACAEMBU AUTOPEÇAS LTDA,108896.0000000,PCBU,pacaembu-cta-fw-007,PR,PACAEMBU CTA | 201749055,,PCBU#BLD-FORT-CTA#00,pacaembu-cta-fw-007,BSN,201749055,FORTINET,FILIAIS,SEM CONTINGENCIA
CUIABA,PACAEMBU AUTOPEÇAS LTDA,108898.0000000,PCBU,pacaembu-cba-fw-018,MT,PACAEMBU CBA | 201749056,,PCBU#BLD-FORT-CBA#00,pacaembu-cba-fw-018,BSN,201749056,FORTINET,FILIAIS,SEM CONTINGENCIA
JABOATAO DOS GUARARAPES,PACAEMBU AUTOPEÇAS LTDA,108897.0000000,PCBU,pacaembu-rce-fw-008,PE,PACAEMBU RCE | 201749057,,PCBU#BLD-FORT-RCE#00,pacaembu-rce-fw-008,BSN,201749057,FORTINET,FILIAIS,SEM CONTINGENCIA
SAO PAULO,PACAEMBU AUTOPEÇAS LTDA,108899.0000000,PCBU,pacaembu-spo-hafw-c,SP,PACAEMBU SPO | 201749058,,PCBU#BLD-FORT-SPO#00,pacaembu-spo-hafw-c,BSN,201749058,FORTINET,MATRIZ,DUPLA ABORDAGEM
São Luís,PACAEMBU AUTOPEÇAS LTDA,113786.0000000,PCBU,pacaembu-sls-fw-032,MA,PACAEMBU SLS | 201857009,,PCBU#BLD-FORT-SLS#00,pacaembu-sls-fw-032,BSN,201857009,FORTINET,FILIAIS,SEM CONTINGENCIA
Sinop,PACAEMBU AUTOPEÇAS LTDA,118947.0000000,PCBU,pacaembu-sno-fw-033,MT,PACAEMBU SNO | 201866418,,PCBU#BLD-FORT-SINOP#00,pacaembu-sno-fw-033,BSN,201866418,FORTINET,FILIAIS,SEM CONTINGENCIA
Ribeirão Preto,CREMER S A.,124262.0000000,VELOCLOUD,,SP,,,SDWAN#VELO_CREMER-SP#00,,SDWAN - VELOCLOUD,201876851,VELOCLOUD,DADOS,SDWAN
Salvador,GIRANDO COMERCIO DE PECAS LTDA,135057.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-GIRANDO_COMERCIO-SALVADOR#00,,SDWAN - VELOCLOUD,201910597,VELOCLOUD,DADOS,SDWAN
Salvador,BANCO LOSANGO S.A. - BANCO MULTIPLO,133293.0000000,BRAD,,BA,,Empresa Bras. de Telecomunicações - BA,BRAD#LOG-SALVADOR-8156#01,,BRAD,201912632,VELOCLOUD,LOSANGO,SDWAN
Goiânia,BANCO LOSANGO S.A. - BANCO MULTIPLO,133298.0000000,BRAD,,GO,,NET,BRAD#LOG-GOIANIA-8029#01,,BRAD,201912633,VELOCLOUD,LOSANGO,SDWAN
Araraquara,PROVAC TERCEIRIZACAO DE MAO DE OBRA LTDA,143638.0000000,SDWAN-TRYBUY,,SP,,,SDWAN#PROVAC-VELO-ARARAQUARA#00,,SDWAN - VELOCLOUD,201917394,VELOCLOUD,SDWAN,SDWAN
São Paulo,PROVAC TERCEIRIZACAO DE MAO DE OBRA LTDA,143636.0000000,SDWAN-TRYBUY,,SP,,,SDWAN#PROVAC-VELO-SP#00,,SDWAN - VELOCLOUD,201917395,VELOCLOUD,SDWAN,SDWAN
Belo Horizonte,VALLOUREC TUBOS DO BRASIL S.A,145003.0000000,VELOCLOUD,,MG,,,SDWAN#VELO_VALLOUREC-BARREIRO#00,,SDWAN - VELOCLOUD,201919176,VELOCLOUD,DADOS,DADOS
Curvelo,VALLOUREC FLORESTAL LTDA,145005.0000000,VELOCLOUD,,MG,,,SDWAN#VELO_VALLOUREC-CURVELO#00,,SDWAN - VELOCLOUD,201919178,VELOCLOUD,DADOS,DADOS
Jeceaba,VALLOUREC TUBOS DO BRASIL S.A.,145006.0000000,VELOCLOUD,,MG,,,SDWAN#VELO_VALLOUREC-JACEABA#00,,SDWAN - VELOCLOUD,201919179,VELOCLOUD,DADOS,DADOS
Rio das Ostras,VALLOUREC TUBULAR SOLUTIONS LTDA,145007.0000000,VELOCLOUD,,RJ,,,SDWAN#VELO_VALLOUREC-OSTRAS#00,,SDWAN - VELOCLOUD,201919180,VELOCLOUD,DADOS,DADOS
Caxias do Sul,VALLOUREC TUBOS DO BRASIL S.A.,145428.0000000,VELOCLOUD,,RS,,,SDWAN#VELO_VALLOUREC-CXS-DO-SUL#00,,SDWAN - VELOCLOUD,201919756,VELOCLOUD,DADOS,DADOS
Belo Horizonte,VALLOUREC TUBOS DO BRASIL S.A,145430.0000000,VELOCLOUD,,MG,,,SDWAN#VELO_VALLOUREC-PÇA-SETE#00,,SDWAN - VELOCLOUD,201919757,VELOCLOUD,DADOS,DADOS
São Paulo,VALLOUREC TUBOS DO BRASIL S.A.,145432.0000000,VELOCLOUD,,SP,,,SDWAN#VELO_VALLOUREC-PAULISTA#00,,SDWAN - VELOCLOUD,201919758,VELOCLOUD,DADOS,DADOS
Brumadinho,VALLOUREC MINERACAO LTDA,145433.0000000,VELOCLOUD,,MG,,,SDWAN#VELO_VALLOUREC-MINAPAU#00,,SDWAN - VELOCLOUD,201919759,VELOCLOUD,SDWAN,SDWAN
Rio de Janeiro,VALLOUREC TUBOS DO BRASIL S.A.,145436.0000000,VELOCLOUD,,RJ,,,SDWAN#VELO_VALLOUREC-CID-UNIVERSITARIA#00,,SDWAN - VELOCLOUD,201919760,VELOCLOUD,DADOS,DADOS
Serra,Tubos Soldados Atlantico S.A.,145437.0000000,VELOCLOUD,,ES,,,SDWAN#VELO_VALLOUREC-SERRA#00,,SDWAN - VELOCLOUD,201919761,VELOCLOUD,DADOS,DADOS
São Paulo,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146185.0000000,VELOCLOUD,,SP,,,SDWAN#VELO-ADP_MATRIZ-SP#00,,SDWAN - VELOCLOUD,201920761,VELOCLOUD,DADOS,SDWAN
Ribeirão Preto,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146186.0000000,VELOCLOUD,,SP,,,SDWAN#VELO-ADP_RIBEIRAO-PRETO#00,,SDWAN - VELOCLOUD,201920762,VELOCLOUD,DADOS,SDWAN
Goiânia,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146187.0000000,VELOCLOUD,,GO,,,SDWAN#VELO-ADP_GOIANIA#00,,SDWAN - VELOCLOUD,201920763,VELOCLOUD,DADOS,SDWAN
Belo Horizonte,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146188.0000000,VELOCLOUD,,MG,,,SDWAN#VELO-ADP_BELO-HORIZONTE#00,,SDWAN - VELOCLOUD,201920764,VELOCLOUD,DADOS,SDWAN
Salvador,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146189.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-ADP_SALVADOR#00,,SDWAN - VELOCLOUD,201920765,VELOCLOUD,DADOS,SDWAN
Uberlândia,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146190.0000000,VELOCLOUD,,MG,,,SDWAN#VELO-ADP_UBERLANDIA#00,,SDWAN - VELOCLOUD,201920766,VELOCLOUD,DADOS,SDWAN
São José do Rio Preto,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146191.0000000,VELOCLOUD,,SP,,,SDWAN#VELO-ADP_SJRP#00,,SDWAN - VELOCLOUD,201920767,VELOCLOUD,DADOS,SDWAN
Teresina,AUTO AMERICANO S A DISTRIBUIDOR DE PECAS,146193.0000000,VELOCLOUD,,PI,,,SDWAN#VELO-ADP_TERESINA#00,,SDWAN - VELOCLOUD,201920769,VELOCLOUD,DADOS,SDWAN
Blumenau,ICATU SEGUROS S.A,146257.0000000,ICATU,,SC,,,ICAT#SDW-VELO-BNU#00,,SDWAN - VELOCLOUD,201920830,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Recife,SOLAR BR PARTICIPACOES S A.,147098.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-FILIAL_CD-ARRUDA#00,,SDWAN - VELOCLOUD,201921844,VELOCLOUD,DADOS,SDWAN
Ilhéus,SOLAR BR PARTICIPACOES S A.,147099.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-ILHEUS#00,,SDWAN - VELOCLOUD,201921845,VELOCLOUD,DADOS,SDWAN
Porto Seguro,SOLAR BR PARTICIPACOES S A.,147134.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-PORTOSEGURO#00,,SDWAN - VELOCLOUD,201921846,VELOCLOUD,DADOS,SDWAN
Ribeira do Pombal,SOLAR BR PARTICIPACOES S A.,147137.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-RIBEIRAPOMBAL#00,,SDWAN - VELOCLOUD,201921847,VELOCLOUD,DADOS,SDWAN
Bacabal,SOLAR BR PARTICIPACOES S A.,147135.0000000,VELOCLOUD,,MA,,,SDWAN#VELO-FILIAL_CD-BACABAL#00,,SDWAN - VELOCLOUD,201921848,VELOCLOUD,DADOS,SDWAN
Barra do Garças,SOLAR BR PARTICIPACOES S A.,147136.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_CD-BARRAGARÇA#00,,SDWAN - VELOCLOUD,201921849,VELOCLOUD,DADOS,SDWAN
Cáceres,SOLAR BR PARTICIPACOES S A.,147100.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_CD-CACERES#00,,SDWAN - VELOCLOUD,201921850,VELOCLOUD,DADOS,SDWAN
Campina Grande,SOLAR BR PARTICIPACOES S A.,147101.0000000,VELOCLOUD,,PB,,,SDWAN#VELO-FILIAL_CD-CAMPINAGRANDE#00,,SDWAN - VELOCLOUD,201921851,VELOCLOUD,DADOS,SDWAN
Caruaru,SOLAR BR PARTICIPACOES S A.,147131.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-FILIAL_CD-CARUARU#00,,SDWAN - VELOCLOUD,201921852,VELOCLOUD,DADOS,SDWAN
Crato,SOLAR BR PARTICIPACOES S A.,147132.0000000,VELOCLOUD,,CE,,,SDWAN#VELO-FILIAL_CD-CRATO#00,,SDWAN - VELOCLOUD,201921853,VELOCLOUD,DADOS,SDWAN
Garanhuns,SOLAR BR PARTICIPACOES S A.,147102.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-FILIAL_CD-GARANHUNS#00,,SDWAN - VELOCLOUD,201921854,VELOCLOUD,DADOS,SDWAN
Imperatriz,SOLAR BR PARTICIPACOES S A.,147103.0000000,VELOCLOUD,,MA,,,SDWAN#VELO-FILIAL_CD-IMPERATRIZ#00,,SDWAN - VELOCLOUD,201921855,VELOCLOUD,DADOS,SDWAN
Itabaiana,SOLAR BR PARTICIPACOES S A.,147130.0000000,VELOCLOUD,,SE,,,SDWAN#VELO-FILIAL_CD-ITABAIANA#00,,SDWAN - VELOCLOUD,201921856,VELOCLOUD,DADOS,SDWAN
Lucas do Rio Verde,SOLAR BR PARTICIPACOES S A.,147104.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_CD-LUCASRIOVERDE#00,,SDWAN - VELOCLOUD,201921857,VELOCLOUD,DADOS,SDWAN
Rondonópolis,SOLAR BR PARTICIPACOES S A.,147106.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_CD-RONDONOPOLIS#00,,SDWAN - VELOCLOUD,201921859,VELOCLOUD,DADOS,SDWAN
Tangará da Serra,SOLAR BR PARTICIPACOES S A.,147107.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_TANGARADASERRA#00,,SDWAN - VELOCLOUD,201921860,VELOCLOUD,DADOS,SDWAN
Petrolina,SOLAR BR PARTICIPACOES S A.,147108.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-FILIAL_CD-PETROLINA#00,,SDWAN - VELOCLOUD,201921861,VELOCLOUD,DADOS,SDWAN
Vitória da Conquista,SOLAR BR PARTICIPACOES S A.,147109.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_VITORIACONQUISTA#00,,SDWAN - VELOCLOUD,201921862,VELOCLOUD,DADOS,SDWAN
Aracaju,SOLAR BR PARTICIPACOES S A.,147110.0000000,VELOCLOUD,,SE,,,SDWAN#VELO-FILIAL_CD-ARACAJU#00,,SDWAN - VELOCLOUD,201921863,VELOCLOUD,DADOS,SDWAN
Feira de Santana,SOLAR BR PARTICIPACOES S A.,147111.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-FEIRADESANTANA#00,,SDWAN - VELOCLOUD,201921864,VELOCLOUD,DADOS,SDWAN
São Luís,SOLAR BR PARTICIPACOES S A.,147112.0000000,VELOCLOUD,,MA,,,SDWAN#VELO-FILIAL_CD-OUTEIRODACRUZ#00,,SDWAN - VELOCLOUD,201921865,VELOCLOUD,DADOS,SDWAN
Salvador,SOLAR BR PARTICIPACOES S A.,147113.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-RETIRO#00,,SDWAN - VELOCLOUD,201921866,VELOCLOUD,DADOS,SDWAN
Fortaleza,SOLAR BR PARTICIPACOES S A.,147114.0000000,VELOCLOUD,,CE,,,SDWAN#VELO-FILIAL_CV-FORTALEZA#00,,SDWAN - VELOCLOUD,201921867,VELOCLOUD,DADOS,SDWAN
Arapiraca,SOLAR BR PARTICIPACOES S A.,147115.0000000,VELOCLOUD,,AL,,,SDWAN#VELO-FILIAL_FABRICA-ARAPIRACA#00,,SDWAN - VELOCLOUD,201921868,VELOCLOUD,DADOS,SDWAN
João Pessoa,SOLAR BR PARTICIPACOES S A.,147116.0000000,VELOCLOUD,,PB,,,SDWAN#VELO-FILIAL_FABRICA-JOAOPESSOA#00,,SDWAN - VELOCLOUD,201921869,VELOCLOUD,DADOS,SDWAN
Maceió,SOLAR BR PARTICIPACOES S A.,147117.0000000,VELOCLOUD,,AL,,,SDWAN#VELO-FILIAL_FABRICA-MACEIO#00,,SDWAN - VELOCLOUD,201921870,VELOCLOUD,DADOS,SDWAN
Maceió,SOLAR BR PARTICIPACOES S A.,147118.0000000,VELOCLOUD,,AL,,,SDWAN#VELO-FILIAL_FABRICA-MACEIO-CAF#00,,SDWAN - VELOCLOUD,201921871,VELOCLOUD,DADOS,SDWAN
São Luís,SOLAR BR PARTICIPACOES S A.,147119.0000000,VELOCLOUD,,MA,,,SDWAN#VELO-FILIAL_FABRICA-SAOLUIS#00,,SDWAN - VELOCLOUD,201921872,VELOCLOUD,DADOS,SDWAN
Macaíba,SOLAR BR PARTICIPACOES S A.,147120.0000000,VELOCLOUD,,RN,,,SDWAN#VELO-FILIAL_FABRICAMACAIBA#00,,SDWAN - VELOCLOUD,201921873,VELOCLOUD,DADOS,SDWAN
Simões Filho,SOLAR BR PARTICIPACOES S A.,147133.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_FABRICASIMOESFILHO#00,,SDWAN - VELOCLOUD,201921874,VELOCLOUD,DADOS,SDWAN
Teresina,SOLAR BR PARTICIPACOES S A.,147121.0000000,VELOCLOUD,,PI,,,SDWAN#VELO-FILIAL_FABRICATERESINA#00,,SDWAN - VELOCLOUD,201921875,VELOCLOUD,DADOS,SDWAN
Fortaleza,SOLAR BR PARTICIPACOES S A.,147122.0000000,VELOCLOUD,,CE,,,SDWAN#VELO-FILIAL_SAC#00,,SDWAN - VELOCLOUD,201921876,VELOCLOUD,DADOS,SDWAN
Fortaleza,SOLAR BR PARTICIPACOES S A.,147123.0000000,VELOCLOUD,,CE,,,SDWAN#VELO-FILIAL_TELLSELL-FORTALEZA#00,,SDWAN - VELOCLOUD,201921877,VELOCLOUD,DADOS,SDWAN
Cabo de Santo Agostinho,SOLAR BR PARTICIPACOES S A.,147093.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-FILIAL_FABRICA-SUAPE#00,,SDWAN - VELOCLOUD,201921879,VELOCLOUD,DADOS,SDWAN
Várzea Grande,SOLAR BR PARTICIPACOES S A.,147094.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_FABRICAVARZEAGRANDE#00,,SDWAN - VELOCLOUD,201921880,VELOCLOUD,DADOS,SDWAN
Fortaleza,SOLAR BR PARTICIPACOES S A.,147126.0000000,VELOCLOUD,,CE,,,SDWAN#VELO-FILIAL_IGUATEMI#00,,SDWAN - VELOCLOUD,201921881,VELOCLOUD,DADOS,SDWAN
Jaboatão dos Guararapes,SOLAR BR PARTICIPACOES S A.,147095.0000000,VELOCLOUD,,PE,,,SDWAN#VELO-MATRIZ-CD-JABOATAODCSEC#00,,SDWAN - VELOCLOUD,201921882,VELOCLOUD,DADOS,SDWAN
Barreiras,SOLAR BR PARTICIPACOES S A.,147128.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-JEQUIE#00,,SDWAN - VELOCLOUD,201921883,VELOCLOUD,DADOS,SDWAN
Paulo Afonso,SOLAR BR PARTICIPACOES S A.,147129.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL-CD_PAULOAFONSO#00,,SDWAN - VELOCLOUD,201921884,VELOCLOUD,DADOS,SDWAN
Sinop,SOLAR BR PARTICIPACOES S A.,147096.0000000,VELOCLOUD,,MT,,,SDWAN#VELO-FILIAL_CD-SINOP#00,,SDWAN - VELOCLOUD,201921885,VELOCLOUD,DADOS,SDWAN
Juazeiro,SOLAR BR PARTICIPACOES S A.,147097.0000000,VELOCLOUD,,BA,,,SDWAN#VELO-FILIAL_CD-JUAZEIRO#00,,SDWAN - VELOCLOUD,201921886,VELOCLOUD,DADOS,SDWAN
Mossoró,SOLAR BR PARTICIPACOES S A.,147138.0000000,VELOCLOUD,,RN,,,SDWAN#VELO-FILIAL_CD-MOSSORO#00,,SDWAN - VELOCLOUD,201921887,VELOCLOUD,DADOS,SDWAN
Três Marias,GERDAU AÇOS LONGOS S A,147346.0000000,GERD,,MG,,,GERD#GERDAU-TRES-MARIAS-GER#00,,SDWAN - VELOCLOUD,201922181,VELOCLOUD,,
Chapecó,ICATU SEGUROS S.A.,147736.0000000,SDWAN-TRYBUY,,SC,,,ICAT#SDW-VELO-CHAPECO#00,,SDWAN - VELOCLOUD,201922763,VELOCLOUD,ABORDAGEM SIMPLES,SDWAN
São Paulo,ELECTROLUX DO BRASIL S.A,151706.0000000,VELOCLOUD,,SP,,,SDWAN#VELO_ELECTROLUX-BARUERI-DC#00,,SDWAN - VELOCLOUD,201936874,VELOCLOUD,SDWAN,SDWAN
Curitiba,BANCO LOSANGO S.A. - BANCO MULTIPLO,133285.0000000,BRAD,,PR,,NET,BRAD#CORE-XAXIM#01,,BRAD,20197418,VELOCLOUD,LOSANGO,SDWAN
Barueri,BANCO LOSANGO S.A. - BANCO MULTIPLO,133287.0000000,BRAD,,SP,,NET,BRAD#CORE-ALPHAVILLE#01,,BRAD,20197419,VELOCLOUD,LOSANGO,SDWAN
Maceió,BANCO LOSANGO S.A. - BANCO MULTIPLO,133289.0000000,BRAD,,AL,,Empresa Bras. de Telecomunicações - AL,BRAD#LOG-MACEIO-8033#01,,BRAD,20197420,VELOCLOUD,LOSANGO,SDWAN
Manaus,BANCO LOSANGO S.A. - BANCO MULTIPLO,133291.0000000,BRAD,,AM,,NET,BRAD#LOG-MARCILIODIAS-8028#01,,BRAD,20197421,VELOCLOUD,LOSANGO,SDWAN
Fortaleza,BANCO LOSANGO S.A. - BANCO MULTIPLO,133294.0000000,BRAD,,CE,,Empresa Bras. de Telecomunicações - CE,BRAD#LOG-FORTALEZA-8021#01,,BRAD,20197423,VELOCLOUD,LOSANGO,SDWAN
Brasília,BANCO LOSANGO S.A. - BANCO MULTIPLO,133296.0000000,BRAD,,DF,,OI S A - DF,BRAD#LOG-BRASILIA-8213#01,,BRAD,20197424,VELOCLOUD,LOSANGO,SDWAN
