Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
Guararu,SIDERURGICA LATINO AMERICANA S A SILAT,171083.0000000,GERD,ra097512.igs.gerd,CE,,,GERD#GERDAU-CG_SILAT-GER#00,ra097512.igs.gerd,GRC,202061359,MPLS,DADOS,DADOS
Chapecó,ICATU SEGUROS S.A.,171652.0000000,ICATU,,SC,,,ICAT#SDW-VELO-CHAPECO-GER#00,,SDWAN - VELOCLOUD,202061978,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Recife,ICATU SEGUROS S.A,171653.0000000,SDWAN-TRYBUY,,PE,,,ICAT#SDW-VELO-RCE-GER#00,,SDWAN - VELOCLOUD,202061979,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Salvador,ICATU SEGUROS S.A.,171654.0000000,ICATU,,BA,,,ICAT#SDW-VELO-SDR-GER#00,,SDWAN - VELOCLOUD,202061980,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Blumenau,ICATU SEGUROS S.A,171655.0000000,ICATU,,SC,,,ICAT#SDW-VELO-BNU-GER#00,,SDWAN - VELOCLOUD,202061981,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Florianópolis,ICATU SEGUROS S.A.,171656.0000000,SDWAN-TRYBUY,,SC,,,ICAT#SDW-VELO-FNS-GER#00,,SDWAN - VELOCLOUD,202061982,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
Aracaju,ICATU SEGUROS S.A.,171658.0000000,ICATU,,SE,,,ICAT#SDW-VELO-ARACAJU-GER#00,,SDWAN - VELOCLOUD,202061984,VELOCLOUD,FLEX,SDWAN
Bauru,ICATU SEGUROS S.A.,171661.0000000,ICATU,,SP,,,ICAT#SDW-VELO-BAURU-GER#00,,SDWAN - VELOCLOUD,202061986,VELOCLOUD,FLEX,SDWAN
Belém,ICATU SEGUROS S.A.,171663.0000000,ICATU,,PA,,,ICAT#SDW-VELO-BELEM-GER#00,,SDWAN - VELOCLOUD,202061988,VELOCLOUD,FLEX,SDWAN
Belém,ICATU SEGUROS S.A,171665.0000000,ICATU,,PA,,,ICAT#SDW-VELO-BELEM_BCOAM-GER#00,,SDWAN - VELOCLOUD,202061990,VELOCLOUD,FLEX,SDWAN
Campo Grande,ICATU SEGUROS S.A.,171669.0000000,ICATU,,MS,,,ICAT#SDW-VELO-CAMPO_GRANDE-GER#00,,SDWAN - VELOCLOUD,202061993,VELOCLOUD,FLEX,SDWAN
Curitiba,ICATU SEGUROS S.A,171671.0000000,ICATU,,PR,,,ICAT#SDW-VELO-CURITIBA-GER#00,,SDWAN - VELOCLOUD,202061995,VELOCLOUD,FLEX,SDWAN
Brasília,ICATU SEGUROS S.A,171699.0000000,ICATU,,DF,,,ICAT#SDW-VELO-BRASILIA-GER#00,,SDWAN - VELOCLOUD,202061997,VELOCLOUD,FLEX,SDWAN
Belo Horizonte,ICATU SEGUROS S.A,171667.0000000,ICATU,,MG,,,ICAT#SDW-VELO-BHE-GER#00,,SDWAN - VELOCLOUD,202061998,VELOCLOUD,FLEX,SDWAN
Goiânia,ICATU SEGUROS S.A,171675.0000000,ICATU,,GO,,,ICAT#SDW-VELO-GOIANIA-GER#00,,SDWAN - VELOCLOUD,202062000,VELOCLOUD,FLEX,SDWAN
Fortaleza,ICATU SEGUROS S.A.,171673.0000000,ICATU,,CE,,,ICAT#SDW-VELO-FORTALEZA-GER#00,,SDWAN - VELOCLOUD,202062004,VELOCLOUD,FLEX,SDWAN
Natal,ICATU SEGUROS S.A.,171681.0000000,ICATU,,RN,,,ICAT#SDW-VELO-NATAL-GER#00,,SDWAN - VELOCLOUD,202062006,VELOCLOUD,FLEX,SDWAN
Piracicaba,ICATU SEGUROS S.A.,171683.0000000,ICATU,,SP,,,ICAT#SDW-VELO-PIRACICABA-GER#00,,SDWAN - VELOCLOUD,202062008,VELOCLOUD,FLEX,SDWAN
Porto Velho,ICATU SEGUROS S.A.,171685.0000000,ICATU,,RO,,,ICAT#SDW-VELO-PORTO_VELHO-GER#00,,SDWAN - VELOCLOUD,202062010,VELOCLOUD,FLEX,SDWAN
Ribeirão Preto,ICATU SEGUROS S.A,171686.0000000,ICATU,,SP,,,ICAT#SDW-VELO-RPO#00,,SDWAN - VELOCLOUD,202062011,VELOCLOUD,ABORDAGEM SIMPLES,SDWAN
São José do Rio Preto,ICATU SEGUROS S.A,171688.0000000,ICATU,,SP,,,ICAT#SDW-VELO-SJRPO#00,,SDWAN - VELOCLOUD,202062013,VELOCLOUD,DUPLA ABORDAGEM,SDWAN
São José dos Campos,ICATU SEGUROS S.A,171691.0000000,ICATU,,SP,,,ICAT#SDW-VELO-SJCMPO-GER#00,,SDWAN - VELOCLOUD,202062016,VELOCLOUD,FLEX,SDWAN
São Luís,ICATU SEGUROS S.A,171693.0000000,ICATU,,MA,,,ICAT#SDW-VELO-SÃO_LUIS-GER#00,,SDWAN - VELOCLOUD,202062018,VELOCLOUD,FLEX,SDWAN
Rio de Janeiro,ICATU SEGUROS S.A,171695.0000000,ICATU,,RJ,,,ICAT#SDW-VELO-RJO-GER#00,,SDWAN - VELOCLOUD,202062020,VELOCLOUD,FLEX,SDWAN
Maceió,ICATU SEGUROS S.A.,171679.0000000,ICATU,,AL,,,ICAT#SDW-VELO-MACEIO-GER#00,,SDWAN - VELOCLOUD,202062022,VELOCLOUD,FLEX,SDWAN
São Paulo,ICATU SEGUROS S.A,171697.0000000,ICATU,,SP,,,ICAT#SDW-VELO-SPO_PRINCIPAL-GER#00,,SDWAN - VELOCLOUD,202062024,VELOCLOUD,FLEX,SDWAN
Campinas,ICATU SEGUROS S.A.,171802.0000000,ICATU,,SP,,,ICAT#SDW-VELO-CAMPINAS-GER#00,,SDWAN - VELOCLOUD,202162228,VELOCLOUD,FLEX,SDWAN
Manaus,ICATU SEGUROS S.A.,171804.0000000,ICATU,,AM,,,ICAT#SDW-VELO-MANAUS-GER#00,,SDWAN - VELOCLOUD,202162230,VELOCLOUD,FLEX,SDWAN
Vitória,ICATU SEGUROS S.A.,171806.0000000,ICATU,,ES,,,ICAT#SDW-VELO-VITORIA-GER#00,,SDWAN - VELOCLOUD,202162232,VELOCLOUD,FLEX,SDWAN
Londrina,PLAENGE EMPREENDIMENTOS LTDA,172367.0000000,PLNG,,PR,,,PLNG#SDW-VELO-DC_OI-GER#00,,SDWAN - VELOCLOUD,202163198,VELOCLOUD,FLEX,SDWAN
Londrina,PLAENGE EMPREENDIMENTOS LTDA,172368.0000000,PLNG,,PR,,,PLNG#SDW-VELO-LONDRINA_MATRIZ-GER#00,,SDWAN - VELOCLOUD,202163199,VELOCLOUD,FLEX,SDWAN
Curitiba,PLAENGE EMPREENDIMENTOS LTDA,172369.0000000,PLNG,,PR,,,PLNG#SDW-VELO-CURITIBA-GER#00,,SDWAN - VELOCLOUD,202163200,VELOCLOUD,FLEX,SDWAN
Campo Grande,PLAENGE EMPREENDIMENTOS LTDA,172370.0000000,PLNG,,MS,,,PLNG#SDW-VELO-VANGUARD-GER#00,,SDWAN - VELOCLOUD,202163201,VELOCLOUD,FLEX,SDWAN
Campo Grande,PLAENGE EMPREENDIMENTOS LTDA,172371.0000000,PLNG,,MS,,,PLNG#SDW-VELO-CPOGRANDE_CENTRAL-GER#00,,SDWAN - VELOCLOUD,202163202,VELOCLOUD,FLEX,SDWAN
Campo Grande,PLAENGE EMPREENDIMENTOS LTDA,172372.0000000,PLNG,,MS,,,PLNG#SDW-VELO-CPOGRANDE_FILIAL-GER#00,,SDWAN - VELOCLOUD,202163203,VELOCLOUD,FLEX,SDWAN
Cuiabá,PLAENGE EMPREENDIMENTOS LTDA,172373.0000000,PLNG,,MT,,,PLNG#SDW-VELO-CUIABÁ_FILIAL-GER#00,,SDWAN - VELOCLOUD,202163204,VELOCLOUD,FLEX,SDWAN
Maringá,PLAENGE EMPREENDIMENTOS LTDA,172374.0000000,PLNG,,PR,,,PLNG#SDW-VELO-MARINGA_FILIAL-GER#00,,SDWAN - VELOCLOUD,202163205,VELOCLOUD,FLEX,SDWAN
Campinas,PLAENGE EMPREENDIMENTOS LTDA,172375.0000000,PLNG,,SP,,,PLNG#SDW-VELO-CAMPINAS-GER#00,,SDWAN - VELOCLOUD,202163206,VELOCLOUD,FLEX,SDWAN
Londrina,PLAENGE EMPREENDIMENTOS LTDA,172376.0000000,PLNG,,PR,,,PLNG#SDW-VELO-LONDRINA_CENTRAL-GER#00,,SDWAN - VELOCLOUD,202163207,VELOCLOUD,FLEX,SDWAN
Joinville,PLAENGE EMPREENDIMENTOS LTDA,172377.0000000,PLNG,,SC,,,PLNG#SDW-VELO-JOINVILLE-GER#00,,SDWAN - VELOCLOUD,202163208,VELOCLOUD,FLEX,SDWAN
Curitiba,PLAENGE EMPREENDIMENTOS LTDA,172378.0000000,PLNG,,PR,,,PLNG#SDW-VELO-CURITIBA_ESCRITORIO-GER#00,,SDWAN - VELOCLOUD,202163209,VELOCLOUD,FLEX,SDWAN
Cuiabá,PLAENGE EMPREENDIMENTOS LTDA,172379.0000000,PLNG,,MT,,,PLNG#SDW-VELO-CUIABÁ_CENTRAL-GER#00,,SDWAN - VELOCLOUD,202163210,VELOCLOUD,FLEX,SDWAN
Guararu,SIDERURGICA LATINO-AMERICANA S/A - SILAT,172387.0000000,VELOCLOUD,,CE,,,GERD#SDW-VELO-SILAT#00,,SDWAN - VELOCLOUD,202163222,VELOCLOUD,FLEX,SDWAN
Londrina,SERILON BRASIL LTDA,172462.0000000,SRLN,,PR,,,SRLN#SDW-VELO-LONDRINA_MTZ-GER#00,,SDWAN - VELOCLOUD,202164435,VELOCLOUD,FLEX,SDWAN
Bauru,SERILON BRASIL LTDA,172463.0000000,SRLN,,SP,,,SRLN#SDW-VELO-BAURU-GER#00,,SDWAN - VELOCLOUD,202164437,VELOCLOUD,FLEX,SDWAN
Belém,SERILON BRASIL LTDA,172464.0000000,SRLN,,PA,,,SRLN#SDW-VELO-BELEM-GER#00,,SDWAN - VELOCLOUD,202164438,VELOCLOUD,FLEX,SDWAN
Belo Horizonte,SERILON BRASIL LTDA,172465.0000000,SRLN,,MG,,,SRLN#SDW-VELO-BELO_MTZ-GER#00,,SDWAN - VELOCLOUD,202164440,VELOCLOUD,FLEX,SDWAN
Brasília,SERILON BRASIL LTDA,172466.0000000,SRLN,,DF,,,SRLN#SDW-VELO-BRASÍLIA-GER#00,,SDWAN - VELOCLOUD,202164441,VELOCLOUD,FLEX,SDWAN
Campinas,SERILON BRASIL LTDA,172467.0000000,SRLN,,SP,,,SRLN#SDW-VELO-CAMPINAS-GER#00,,SDWAN - VELOCLOUD,202164443,VELOCLOUD,FLEX,SDWAN
Cuiabá,SERILON BRASIL LTDA,172468.0000000,SRLN,,MT,,,SRLN#SDW-VELO-CUIABÁ-GER#00,,SDWAN - VELOCLOUD,202164445,VELOCLOUD,FLEX,SDWAN
Fortaleza,SERILON BRASIL LTDA,172469.0000000,SRLN,,CE,,,SRLN#SDW-VELO-FORTALEZA-GER#00,,SDWAN - VELOCLOUD,202164446,VELOCLOUD,FLEX,SDWAN
Goiânia,SERILON BRASIL LTDA,172470.0000000,SRLN,,GO,,,SRLN#SDW-VELO-GOIANIA-GER#00,,SDWAN - VELOCLOUD,202164448,VELOCLOUD,FLEX,SDWAN
Araquari,SERILON BRASIL LTDA,172471.0000000,SRLN,,SC,,,SRLN#SDW-VELO-JOINVILLE-GER#00,,SDWAN - VELOCLOUD,202164449,VELOCLOUD,FLEX,SDWAN
Manaus,SERILON BRASIL LTDA,172472.0000000,SRLN,,AM,,,SRLN#SDW-VELO-MANAUS-GER#00,,SDWAN - VELOCLOUD,202164451,VELOCLOUD,FLEX,SDWAN
Porto Alegre,SERILON BRASIL LTDA,172473.0000000,SRLN,,RS,,,SRLN#SDW-VELO-PORTO_ALEGRE-GER#00,,SDWAN - VELOCLOUD,202164452,VELOCLOUD,FLEX,SDWAN
Porto Velho,SERILON BRASIL LTDA,172474.0000000,SRLN,,RO,,,SRLN#SDW-VELO-PORTO_VELHO-GER#00,,SDWAN - VELOCLOUD,202164454,VELOCLOUD,FLEX,SDWAN
Recife,SERILON BRASIL LTDA,172475.0000000,SRLN,,PE,,,SRLN#SDW-VELO-RECIFE-GER#00,,SDWAN - VELOCLOUD,202164456,VELOCLOUD,FLEX,SDWAN
Ribeirão Preto,SERILON BRASIL LTDA,172476.0000000,SRLN,,SP,,,SRLN#SDW-VELO-RIBEIRÃO_PRETO-GER#00,,SDWAN - VELOCLOUD,202164457,VELOCLOUD,FLEX,SDWAN
Rio de Janeiro,SERILON BRASIL LTDA,172477.0000000,SRLN,,RJ,,,SRLN#SDW-VELO-RIO_DE_JANEIRO-GER#00,,SDWAN - VELOCLOUD,202164459,VELOCLOUD,FLEX,SDWAN
